,Text,Speaker,Party
4684,,,
4685,"...I'll give you a fact. Well, let me tell you this. Do you remember when he ran for president of the United States, and he was a candidate, and he went and said, ""These Americans with traditional values, they are bitter people, and they cling to their guns and to their religion."" That tells you right away where he was headed on all of this. This president every chance he has ever gotten has tried to undermine the Second Amendment.",Rubio,Republican
4686,,,
4687,"He doesn't meet -- here's the difference. When he meets with the attorney general in the White House, it's not ""how can we protect the Second Amendment rights of Americans."" It's ""give me options on how I can make it harder for law-abiding people to buy guns."" That will never happen when I am president of the United States.",Rubio,Republican
4688,,,
4689,,,
4690,"No, absolutely not. The president wants to do things without working with his Congress, without working with the legislature, and without getting the consent of the American people. And the fact is that that's not a democracy. That's a dictatorship. And we need to very, very concerned about that. See, here's the thing. I don't think the founders put the Second Amendment as number two by accident. I don't think they dropped all the amendments into a hat and picked them out of a hat. I think they made the Second Amendment the second amendment because they thought it was just that important. The fact is in New Jersey, what we have done is to make it easier now to get a conceal and carry permit. We have made it easier to do that, not harder. And the way we've done it properly through regulatory action, not by signing unconstitutional executive orders. This guy is a petulant child. That's what he is. I mean, you",Christie,Republican
4691,,,
4692,"... the fact is, Neil, let's think about -- let's think about -- and I want to maybe -- I hope the president is watching tonight, because here's what I'd like to tell him. Mr. President, we're not against you. We're against your policies. When you became president, you had a Democratic Congress and a filibuster-proof Democratic Senate. You had only 21 Republican governors in this country. And now after seven years of your policies, we have the biggest majority we've had since the 1920s in the House; a Republican majority in the Senate; and 31 out of 50 Republican governors. The American people have rejected your agenda and now you're trying to go around it. That's not right. It's not constitutional. And we are going to kick your rear end out of the White House come this fall.",Christie,Republican
4693,,,
4694,,,
4695,"The answer is simple. Your prosecute criminals. You target the bad guys. You know, a minute ago, Neil asked: What has President Obama do -- done to illustrate that he wants to go after guns? Well, he appointed Eric Holder as attorney general. Eric Holder said he viewed his mission as brainwashing the American people against guns. He appointed Sonia Sotomayor to the Supreme Court, someone who has been a radical against the Second Amendment right to keep and bear arms. He launched Fast and Furious, illegally selling guns to Mexican drug lords that were then used to shoot law enforcement officials. And I'll tell you what Hillary Clinton has said: Hillary Clinton says she agrees with the dissenters -- the Supreme Court dissenters in the Heller case. There were four dissenters, and they said that they believe the Second Amendment protects no individual right to keep and bear arms whatsoever, which means, if their view prevailed and the next president's going to get one, two, three, maybe four Supreme Court justices, the court will rule that not a single person in this room has any right under the Second Amendment and the government could confiscate your guns. And I'll note that California senator -- Democratic Senator Dianne Feinstein said, if she could say to Mr. America and Mrs. America, ""give me your guns, I'm rounding them up,"" she would. And let me make a final point on this. Listen, in any Republican primary, everyone is going to say they support the Second Amendment. Unless you are clinically",Cruz,Republican
4696,,,
4697,...that's what you say in a primary. But the voters are savvier than that. They recognize that people's actions don't always match their words. I've got a proven record fighting to defend the Second Amendment. There's a reason Gun Owners of America has endorsed me in this race. There's a reason the NRA gave me their Carter Knight Freedom Fund,Cruz,Republican
4698,,,
4699,"...and there's a reason, when Barack Obama and Chuck Schumer came after our right to keep and bear arms, that I led the opposition, along with millions of Americans -- we defeated that gun control legislation. And I would note the other individuals on this stage were nowhere to be found in that fight.",Cruz,Republican
4700,,,
4701,,,
4702,"You know, I think most people know exactly what New York values are.",Cruz,Republican
4703,,,
4704,,,
4705,What -- what -- you're from New York? So you might not.,Cruz,Republican
4706,,,
4707,"But I promise you, in the state of South Carolina, they do.",Cruz,Republican
4708,,,
4709,"And listen, there are many, many wonderful, wonderful working men and women in the state of New York. But everyone understands that the values in New York City are socially liberal or pro-abortion or pro- gay-marriage, focus around money and the media. And -- and I would note indeed, the reason I said that is I was asked -- my friend Donald has taken to it as advance playing Bruce Springsteen's ""Born in the USA"", and I was asked what I thought of that. And I said, ""well, if he wanted to play a song, maybe he could play, 'New York, New York'?"" And -- and -- you know, the concept of New York values is not that complicated to figure out. Not too many years ago, Donald did a long interview with Tim Russert. And in that interview, he explained his views on a whole host of issues that were very, very different from the views he's describing now. And his explanation -- he said, ""look, I'm from New York, that's what we believe in New York. Those aren't Iowa values, but this is what we believe in New York."" And so that was his explanation. And -- and I guess I can -- can frame it another way. Not a lot of conservatives come out of Manhattan. I'm just saying.",Cruz,Republican
4710,,,
4711,,,
4712,,,
4713,"So conservatives actually do come out of Manhattan, including William F. Buckley and others, just so you understand.",Trump,Republican
4714,,,
4715,"And just so -- if I could, because he insulted a lot of people. I've had more calls on that statement that Ted made -- New York is a great place. It's got great people, it's got loving people, wonderful people. When the World Trade Center came down, I saw something that no place on Earth could have handled more beautifully, more humanely than New York. You had two one",Trump,Republican
4716,,,
4717,"...you had two 110-story buildings come crashing down. I saw them come down. Thousands of people killed, and the cleanup started the next day, and it was the most horrific cleanup, probably in the history of doing this, and in construction. I was down there, and I've never seen anything like it. And the people in New York fought and fought and fought, and we saw more death, and even the smell of death -- nobody understood it. And it was with us for months, the smell, the air. And we rebuilt downtown Manhattan, and everybody in the world watched and everybody in the world loved New York and loved New Yorkers. And I have to tell you, that was a very insulting statement that Ted made.",Trump,Republican
4718,,,
4719,,,
4720,"Well, first of all, under President Jeb Bush, we would restore the strength of the military. Last week, Secretary Carter announced that the Navy's going to be cut again. It's now half the size of what it was prior to Operation Desert Storm. The deployments are too high for the military personnel. We don't have procurement being done for refreshing the equipment. The B-52 is still operational as the long range bomber; it was inaugurated in the age of Harry Truman. The planes are older than the pilots. We're gutting our military, and so the Iranians and the Chinese and the Russians and many other countries look at the United States not as serious as we once were. We have to eliminate the sequester, rebuild our military in a way that makes it clear that we're back in the game. Secondly, as it relates to Iran, we need to confront their ambitions across the board. We should reimpose sanctions, they've already violated sanctions after this agreement was signed by testing medium-range missiles. Thirdly, we need to move our embassy from Tel Aviv to Jerusalem to send a serious signal that we're back in the game with",Bush,Republican
4721,,,
4722,"...and sign an agreement that makes sure that the world knows that they will have technological superiority. We need to get back in the game as it relates to our Arab nations. The rest of the world is moving away from us towards other alliances because we are weak. This president and John Kerry and Hillary Clinton all have made it harder for the next president to act, but he must act to confront the ambitions of Iran. We can get back in the game to restore order and security for our own country.",Bush,Republican
4723,,,
4724,,,
4725,"Well, let me -- let me first of all talk a little bit about my experience. I served on the Defense Committee for 18 years, and by the way, one of the members of that committee was Senator Strom Thurmond from South Carolina. Let em also tell",Kasich,Republican
4726,,,
4727,"...that after the 9/11 attacks, Secretary Rumsfeld invited me to the Pentagon with a meeting of the former secretaries of Defense. And in that meeting, I suggested we had a problem with technology, and that I wanted to take people from Silicon Valley into the Pentagon to solve our most significant problems. So I not only had the opportunity to go through the Cold War struggles in Central America, and even after 9/11 to be involved. With Saudi Arabia and oil production, first of all, it's so critical for us to be energy independent, and we're getting there because of fracking and we ought to explore because, see, energy independence gives us leverage and flexibility, and secondly, if you want to bring jobs back to the United States of America in industry, low prices make the difference. We're seeing it in my state and we'll see it in this country. And that's why we must make sure we continue to frack. In terms of Saudi Arabia, look, my biggest problem with them is they're funding radical clerics through their madrasses. That is a bad deal and an evil situation, and presidents have looked the other way. And I was going to tell you, whether I'm president or not, we better make it clear to the Saudis that we're going to support you, we're in relation with you just like we were in the first Gulf War, but you've got to knock off the funding and teaching of radical clerics who are the very people who try to destroy us and will turn around and destroy them.",Kasich,Republican
4728,,,
4729,"So look, in foreign policy -- in foreign policy, it's strength, but you've got to be cool. You've got to have a clear vision of where you want to go. And I'm going to tell you, that it -- I'm going to suggest to you here tonight, that you can't do on the job training. I've seen so much of it ï¿_ a Soviet Union, the coming down of a wall, the issues that we saw around the world in Central America, the potential spread of communism, and 9/11 and Gulf War. You see what the Saudi's -- deliver them a strong message but at the end of the day we have to keep our cool because most of the time they're going right with us. And they must be part of our coalition to destroy ISIS and I believe we can get that done. Thank you.",Kasich,Republican
4730,,,
4731,,,
4732,,,
4733,,,
4734,,,
4735,,,
4736,"Wait a minute, who in their 16th month?",Carson,Republican
4737,,,
4738,OK.,Carson,Republican
4739,,,
4740,"Well, there's no question that ISIS is a very serious problem, and I don't believe that this administration recognizes how serious it is. I think we need to do a lot more than we're doing. Recognize that the caliphate is what gives them the legitimacy to go out on a jihadist mission, so we need to take that away from them. The way to take that away from them is to talk to our military officials and ask them, ""what do you need in order to accomplish this goal?"" Our decision is, then, do we give them what we need. I say, yes, not only do we give them what they need, but we don't tie their hands behind their backs so that they can go ahead and get the job done. In addition to",Carson,Republican
4741,,,
4742,"...in addition to that, we go ahead and we take the oil from them, their source of revenue. You know, some of these -- these engagement rules that the administration has -- ""we're not going to bomb a tanker that's coming out of there because there might be a person in it"" -- give me a break. Just tell them that, you put people in there, we're going to bomb them. So don't put people in there if you don't want them bombed. You know, that's so simple.",Carson,Republican
4743,,,
4744,"And then we need to shut down -- we need to shut down their mechanisms of funding and attack their command-and-control centers. Why should we let their people be sitting there smoking their cigars, sitting in their comfortable chairs in Raqqa? We know to go ahead and shut off the supply routes, and send in our special ops at 2:00 a.m. and attack them everywhere they go. They should be running all the time, then they won't have time to plan attacks against us.",Carson,Republican
4745,,,
4746,,,
4747,"Maria, you look at what this president and his secretary of state, Secretary of State Clinton, has done to get us in this spot. You think about it -- this is the president who said, along with his secretary of state -- drew a red line in Syria, said, if Assad uses chemical weapons against his people, that we're going to attack. He used chemical weapons, he's killed, now, over a quarter of a million of his own people, and this president has done nothing. In fact, he's done worse than nothing. This president -- and, by the way, Secretary Clinton, who called Assad a reformer -- she called Assad a reformer. Now, the fact is, what this president has done is invited Russia to play an even bigger role, bring in Vladimir Putin to negotiate getting those chemical weapons back from Assad, yet what do we have today? We have the Russians and the Iranians working together, not to fight ISIS, but to prop up Assad. The fact of the matter is we're not going to have peace -- we are not going to have peace in Syria. We're not going to be able to rebuild it unless we put a no-fly zone there, make it safe for those folks so we don't have to be talking about Syrian refugees anymore. The Syrians should stay in Syria. They shouldn't be going to Europe. And here's the last",Christie,Republican
4748,,,
4749,"...you're not going to have peace in Syria with Assad in charge. You're simply not. And so Senator Graham is right about this. And if we want to try to rebuild the coalition, as Governor Kasich was saying before, then what we better do is to get to the Arab countries that believe that ISIS is a threat, not only to them, but to us and to world peace, and bring them together. And believe me, Assad is not worth it. And if you're going to leave this to Hillary Clinton, the person who gave us this foreign policy, the architect of it, and you're going to give her another four years, that's why I'm speaking out as strongly as I am about that. Hillary Clinton cannot be president. It will lead to even greater war in this world. And remember this, after Hillary Clinton and Barack Obama have had nearly 8 years, we have fewer democracies in the world than we had when they started. That makes the world less peaceful, less safe. In my administration, we will help to make sure we bring people together in the Middle East, and we will fight ISIS and defeat them.",Christie,Republican
4750,,,
4751,,,
4752,,,
4753,No.,Trump,Republican
4754,,,
4755,No.,Trump,Republican
4756,,,
4757,"Look, we have to stop with political correctness. We have to get down to creating a country that's not going to have the kind of problems that we've had with people flying planes into the World Trade Centers, with the -- with the shootings in California, with all the problems all over the world. I just left Indonesia -- bomb, bomb, bomb, bomb. We have to find out what's going on. I said temporarily. I didn't say permanently. I said temporarily. And I have many great Muslim friends. And some of them, I will say, not all, have called me and said, ""Donald, thank you very much; you're exposing an unbelievable problem and we have to get to the bottom of it."" And unlike President Obama, where he refuses even to use the term of what's going on, he can't use the term for whatever reason. And if you can't use the term, you're never going to solve the problem. My Muslim friends, some, said, ""thank you very much; we'll get to the bottom of it."" But we have a serious problem. And we can't be the stupid country any more. We're laughed at all over the world.",Trump,Republican
4758,,,
4759,"Donald, Donald -- can I -- I hope you reconsider this, because this policy is a policy that makes it impossible to build the coalition necessary to take out ISIS. The Kurds are our strongest allies. They're Muslim. You're not going to even allow them to come to our country? The other Arab countries have a role to play in this. We cannot be the world's policeman. We can't do this unilaterally. We have to do this in unison with the Arab world. And sending that signal makes it impossible for us to be serious about taking out ISIS and restoring democracy in Syria.",Bush,Republican
4760,,,
4761,"So I hope you'll reconsider. I hope you'll reconsider. The better way of dealing with this -- the better way of dealing with this is recognizing that there are people in, you know, the -- Islamic terrorists inside, embedded in refugee populations. What we ought to do is tighten up our efforts to deal with the entry visa program so that a citizen from Europe, it's harder if they've been traveling to Syria or traveling to these other places where there is Islamic terrorism, make it harder -- make the screening take place. We don't have to have refugees come to our country, but all Muslims, seriously? What kind of signal does that send to the rest of the world that the United States is a serious player in creating peace and security?",Bush,Republican
4762,,,
4763,"Yeah, they are unhinged.",Bush,Republican
4764,,,
4765,,,
4766,,,
4767,"Eleven points, to be exact.",Trump,Republican
4768,,,
4769,"No, not at all, absolutely not. I can see why people are angry and scared, because this president has created a condition where our national security has weakened dramatically. I totally get that. But we're running for the presidency of the United States here. This isn't -- this isn't, you know, a different kind of job. You have to lead. You cannot make rash statements and expect the rest of the world to respond as though, well, it's just politics. Every time we send signals like this, we send a signal of weakness, not strength. And so it was (inaudible) his statement, which is why I'm asking him to consider changing his views.",Bush,Republican
4770,,,
4771,I want security for this country. OK?,Trump,Republican
4772,,,
4773,"I want security. I'm tired of seeing what's going on, between the border where the people flow over; people come in; they live; they shoot. I want security for this country. We have a serious problem with, as you know, with radical Islam. We have a tremendous problem. It's not only a problem here. It's a problem all over the world. I want to find out why those two young people -- those two horrible young people in California when they shot the 14 people, killed them -- people they knew, people that held the wedding reception for them. I want to find out -- many people saw pipe bombs and all sorts of things all over their apartment. Why weren't they vigilant? Why didn't they call? Why didn't they call the police? And by the way, the police are the most mistreated people in this country. I will tell you that.",Trump,Republican
4774,,,
4775,"The most mistreated people. In fact, we need to -- wait a minute -- we need vigilance. We have to find out -- many people knew about what was going on. Why didn't they turn those two people in so that you wouldn't have had all the death? There's something going on and it's bad. And I'm saying we have to get to the bottom of it. That's all I'm saying. We need security.",Trump,Republican
4776,,,
4777,"I -- I've been for pausing on admitting the Syrian refugees. And the reasons why I've done is I don't believe we have a good process of being able to vet them. But you know, we don't want to put everybody in the same category. And I'll go back to something that had been mentioned just a few minutes ago. If we're going to have a coalition, we're going to have to have a coalition not just of people in the western part of the world, our European allies, but we need the Saudis, we need the Egyptians, we need the Jordanians, we need the Gulf states. We need Jordan. We need all of them to be part of exactly what the first George Bush put together in the first Gulf War.",Kasich,Republican
4778,,,
4779,"It was a coalition made up of Arabs and Americans and westerners and we're going to need it again. And if we try to put everybody in the same -- call everybody the same thing, we can't do it. And that's just not acceptable. But I think a pause on Syrian refugees has been exactly right for all the governors that have called for it, and also, of course, for me as the governor of Ohio.",Kasich,Republican
4780,,,
4781,"Now Maria, listen. I said right from the beginning that we should take no Syrian refugees of any kind. And the reason I said that is because the FBI director told the American people, told Congress, that he could not guarantee he could vet them and it would be safe. That's the end of the conversation. I can tell you, after spending seven years as a former federal prosecutor, right after 9/11, dealing with this issue. Here's the way you need to deal with it. You can't just ban all Muslims. You have to ban radical Islamic jihadists. You have to ban the people who are trying to hurt us. The only way to figure that out is to go back to getting the intelligence community the funding and the tools that it needs to be able to keep America safe.",Christie,Republican
4782,,,
4783,"And this summer, we didn't do that. We took it away from the NSA, it was a bad decision by the president. Bad by those in the Senate who voted for it and if I'm president, we'll make our intelligence community strong, and won't have to keep everybody out, we're just going to keep the bad folk out and make sure they don't harm us.",Christie,Republican
4784,,,
4785,"Well, first of all, let's understand why we are even having this and why Donald tapped in to some of that anger that's out there about this whole issue. Because this president has consistently underestimated the threat of ISIS. If you listen to the State of the Union the other night, he described them as a bunch of guys with long beards on the back of a pickup truck. They are much more than that. This is a group of people that enslaves women and sells them, sells them as brides. This is a group of people that burns people in cages, that is conducting genocide against Christians and Yazidis and others in the region. This is not some small scale group. They are radicalizing people in the United States, they are conducting attacks around the world. So you know what needs to happen, it's a very simple equation, and it's going to happen when I'm president. If we do not know who you are, and we do not know why you are coming when I am president, you are not getting into the United States of America.",Rubio,Republican
4786,,,
4787,,,
4788,"You know I understand why Donald made the comments he did and I understand why Americans are feeling frustrated and scared and angry when we have a president who refuses to acknowledge the threat we face and even worse, who acts as an apologist for radical Islamic terrorism. I think what we need is a commander in chief who is focused like a laser on keeping this country safe and on defeating radical Islamic terrorism. What should we do? First, we should pass the Expatriate Terrorist Act, legislation I've introduced that says if an American goes and joins ISIS and wages jihad against America, that you forfeit your citizenship and you can not come in on a passport.",Cruz,Republican
4789,,,
4790,"And secondly, we should pass the legislation that I've",Cruz,Republican
4791,,,
4792,"...that suspends all refugees from nations that ISIS or Al Qaida controls significant territory. Just last week, we see saw two Iraqi refugees vetted using the same process the president says will work, that were arrested for being alleged ISIS terrorists. If I'm elected president, we will not let in refugees from countries controlled by ISIS or Al Qaida. When it comes to ISIS, we will not weaken them, we will not degrade them, we will utterly and completely destroy ISIS",Cruz,Republican
4793,,,
4794,.,Cruz,Republican
4795,,,
4796,"Well, first of all, recognize it is a substantial problem. But like all of our problems, there isn't a single one that can't be solved with common sense if you remove the ego and the politics. And clearly, what we need to do is get a group of experts together, including people from other countries, some of our friends from Israel, who have had experience screening these people and come up with new guidelines for immigration, and for visas, for people who are coming into this country. That is the thing that obviously makes sense, we can do that. And as far as the Syrians are concerned, Al-Hasakah province, perfect place. They have infrastructure. All we need to do is protect them, they will be in their own country. And that is what they told me when I was in Jordan in November. Let's listen to them and let's not listen to our politicians.",Carson,Republican
4797,,,
4798,"So, are we going to ban Muslims from India, from Indonesia, from countries that are strong allies -- that we need to build better relationships with? Of course not. What we need to do is destroy ISIS. I laid out a plan at the Citadel to do just that and it starts with creating a ""No Fly Zone"" and ""Safe Zones"" to make sure refugees are there. We need to lead a force, a Sunni led force inside of Syria. We need to embed with -- with the Iraqi military. We need to arm the Kurds the directly. We need to re-establish the relationships with the Sunnis. We need the lawyers off the back of the war fighters. That's how you solve the problem. You don't solve it by big talk where you're banning all Muslims and making it harder for us to build the kind of coalition for us to be successful.",Bush,Republican
4799,,,
4800,,,
4801,"That's wrong. They were wrong. It's the New York Times, they are always wrong.",Trump,Republican
4802,,,
4803,They were wrong.,Trump,Republican
4804,,,
4805,"No, I said, "" I would use -- "" they were asking me what to do about North Korea. China, they don't like to tell us but they have total control -- just about, of North Korea. They can solve the problem of North Korea if they wanted to but they taunt us. They say, "" well, we don't really have control."" Without China, North Korea doesn't even eat. China is ripping us on trade. They're devaluing their currency and they're killing our companies. Thousands of thousands -- you look at the number of companies and the number in terms of manufacturing of plans that we've lost -- 50,000 because of China.",Trump,Republican
4806,,,
4807,,,
4808,"We've lost anywhere between four and seven million jobs because of China. What I said then was, ""we have very unfair trade with China. We're going to have a trade deficit of 505 billion dollars this year with China."" A lot of that is because they devalue their currency. What I said to the New York Times, is that, ""we have great power, economic power over China and if we wanted to use that and the amount -- where the 45 percent comes in, that would be the amount they saw their devaluations that we should get."" That we should get. What I'm saying is this, I'm saying that we do it but if they don't start treating us fairly and stop devaluing and let their currency rise so that our companies can compete and we don't lose all of these millions of jobs that we're losing, I would certainly start taxing goods that come in from China. Who the hell has to lose 505 billion dollars a year?",Trump,Republican
4809,,,
4810,It's not that complicated actually.,Trump,Republican
4811,,,
4812,"OK, just so you understand -- I know so much about trading about with China. Carl Icahn today as you know endorsed. Many businessmen want to endorse me.",Trump,Republican
4813,,,
4814,"Carl said, ""no, no -- "" but he's somebody -- these are the kind of people that we should use to negotiate and not the China people that we have who are political hacks who don't know what they're doing and we have problems like this. If these are the kinds of people -- we should use our best and our finest. Now, on that tariff -- here's what I'm saying, China -- they send their goods and we don't tax it -- they do whatever they want to do. They do whatever what they do, OK. When we do business with China, they tax us. You don't know it, they tax us. I have many friends that deal with China. They can't -- when they order the product and when they finally get the product it is taxed. If you looking at what happened with Boeing and if you look at what happened with so many companies that deal -- so we don't have an equal playing field. I'm saying, absolutely, we don't have to continue to lose 505 billion dollars as a trade deficit for the privilege of dealing with China. I'm a free trader. I believe in it but we have to be smart and we have to use smart people to negotiate. I have the largest bank in the world as a tenant of mine. I sell tens' of millions of (inaudible). I love China. I love the Chinese people but they laugh themselves, they can't believe how stupid the American leadership is.",Trump,Republican
4815,,,
4816,"I'm totally open to a tariff. If they don't treat us fairly, hey, their whole trade is tariffed. You can't deal in China without tariffs. They do it to us, we don't it. It's not fair trade.",Trump,Republican
4817,"Neil, Neil -- can I say one thing about this. I'm a free trader. I support NAFTA. I believe in the PTT because it's important those countries in Asia are interfacing against China. And we do need China -- Donald's right about North Korea. I mean the fact is, is that they need to put the pressure on and frankly we need to intercepts ships coming out of North Korea so they don't proliferate all these dangerous materials. But what he's touching -- talking about, I think has got merit. And I'll allow putting that tariff or whatever he's saying here...",Kasich,Republican
4818,I'm happy to have him,Trump,Republican
4819,,,
4820,"For too long -- no, for too long, what happens is somebody dumps their product in our country and take our people's jobs, and then we go to an international court and it takes them like a year or two to figure out whether they were cheating us. And guess what? The worker's out of a job. So when they -- be found against that country that's selling products in here lower than the cost of what it takes to produce them, then what do we tell the worker? Oh, well, you know, it just didn't work out for you. I think we should be for free trade but I think fair trade. And when countries violate trade agreements or dump product in this country, we need -- we need to stand up against those countries that do that without making them into an enemy. And I want to just suggest to you. How do I know this? Because so many people in my family worked in steel mills, and they didn't work with a white collar, they worked in a blue collar. And the fact is those jobs are critical, they're hard working members of the middle class and they need to be paid attention to because they're Americans and they carry the load. So let's demand open trade but fair trade in this country. That's what I think we need to do.",Kasich,Republican
4821,,,
4822,,,
4823,"But on this point, if I may add something on this point. We are all frustrated with what China is doing. I think we need to be very careful with tariffs, and here's why. China doesn't pay the tariff, the buyer pays the tariff. If you send a tie or a shirt made in China into the United States and an American goes to buy it at the store and there's a tariff on it, it gets passed on in the price to price to the consumer. So I think the better approach, the best thing we can do to protect ourselves against China economically is to make our economy stronger, which means reversing course from all the damage Barack Obama is doing to this economy. It begins with tax reform. Let's not have the most expensive business tax rate in the world. Let's allow companies to immediately expense.",Rubio,Republican
4824,,,
4825,"It continues with regulatory reform. Regulations in this country are out of control, especially the Employment Prevention Agency, the EPA, and all of the rules they continue to impose on our economy and hurting us. How about Obamacare, a certified job killer? It needs to be repealed and replaced. And we need to bring our debt under control, make our economy stronger. That is the way to deal with China at the end of the day.",Rubio,Republican
4826,"Neil, the problem...",Trump,Republican
4827,,,
4828,"... with what Marco is saying is that it takes too long, they're sucking us dry and it takes too long. It would just -- you absolutely have to get involved with China, they are taking so much of what we have in terms of jobs in terms of money. We just can't do it any longer.",Trump,Republican
4829,,,
4830,Absolutely.,Bush,Republican
4831,You looking at me?,Trump,Republican
4832,Yeah.,Bush,Republican
4833,,,
4834,"Can I tell you what? It will never happen because they'll let their currency go up. They're never going to let it happen. Japan, the same thing. They are devaluing -- it's so impossible for -- you look at Caterpillar Tractor and what's happening with Caterpillar and Kamatsu. Kamatsu is a tractor company in Japan. Friends of mine are ordering Kamatsu tractors now because they've de-valued the yen to such an extent that you can't buy a Caterpillar tractor. And we're letting them get away with it and we can't let them get away with it. And that's why we have to use Carl and we have to use our great businesspeople and not political hacks to negotiate with these guys.",Trump,Republican
4835,,,
4836,"Here's -- apart from the -- apart from the higher prices on consumers and people are living paycheck to paycheck, apart from that, there will be retaliation.",Bush,Republican
4837,,,
4838,"So they soybean sales from Iowa, entire soybean production goes -- the equivalent of it goes to China. Or how about Boeing right here within a mile? Do you think that the Chinese, if they had a 45 percent tariff imposed on all their imports wouldn't retaliate and start buying Airbus? Of course, they would. This would be devastating for the economy. We need someone with a steady hand being president of the United States.",Bush,Republican
4839,,,
4840,,,
4841,,,
4842,"And we don't need a weak person being president of the United State, OK? Because that's what we'd get if it were Jeb -- I tell you what, we don't need that.",Trump,Republican
4843,,,
4844,"We don't need that. That's essentially what we have now, and we don't need that. And that's why we're in the trouble that we're in now. And by the way, Jeb you mentioned Boeing, take a look. They order planes, they make Boeing build their plant in China. They don't want them made here. They want those planes made in China.",Trump,Republican
4845,They're a mile away from here.,Bush,Republican
4846,That's not the way the game is supposed to be played.,Trump,Republican
4847,,,
4848,"My name was mentioned. My name was mentioned here. The simple fact is that the plane that's being build here is being sold to China. You can -- if you -- you flew in with your 767, didn't you? Right there, right next to the plant.",Bush,Republican
4849,"No, the new planes. I'm not talking about now, I'm talking about in the future they're building massive plants in China because China does not want Boeing building their planes here, they want them built in China, because China happens to be smart the way they do it, not the way we do it.",Trump,Republican
4850,,,
4851,"When you head back to airport tonight, go check and see what the...",Bush,Republican
4852,,,
4853,I'll check for you.,Trump,Republican
4854,Check it out.,Bush,Republican
4855,,,
4856,,,
4857,"Thanks for coming back to me, Maria. Both Donald and Jeb have good points, and there is a middle ground. Donald is right that China is running over President Obama like he is a child, President Obama is not protecting American workers and we are getting hammered. You know, I sat down with the senior leadership of John Deere. They discussed how -- how hard it is to sell tractors in China, because all the regulatory barriers. They're protectionist. But Jeb is also right that, if we just impose a tariff, they'll put reciprocal tariffs, which will hurt Iowa farmers and South Carolina producers and 20 percent of the American jobs that depend on exports. So the way you do it is you pass a tax plan like the tax plan I've introduced: a simple flat tax, 10 percent for individuals, and a 16 percent business flat tax, you abolish the",Cruz,Republican
4858,,,
4859,"...and here's the critical point, Maria -- the business flat tax enables us to abolish the corporate income tax, the death tax, the Obamacare taxes, the payroll taxes, and they're border-adjustable, so every export pays no taxes whatsoever. It's tax-free -- a huge advantage for our farmers and ranchers and manufacturers -- and every import pays the 16 percent business flat tax. It's like a tariff, but here's the difference: if we impose a tariff, China responds. The business flat tax, they already impose their taxes on us, so there's no",Cruz,Republican
4860,,,
4861,"...tariffs that come against us. It puts us on a level, even playing field, which brings jobs here at home...",Cruz,Republican
4862,,,
4863,"... and as president, I'm going to fight for the working men and women.",Cruz,Republican
4864,,,
4865,,,
4866,,,
4867,,,
4868,,,
4869,,,
4870,,,
4871,,,
4872,"Well, I'm glad you asked that, Maria. Here's -- here's our plan. We've all been talking about tax reforms tonight, and paying for infrastructure is caught right up in tax reform. If you reform the corporate tax system in this country, which, as was mentioned before, is the highest rate in the world -- and we double tax, as you know. And what that's led to over $2 trillion of American companies' monies that are being kept offshore, because they don't want to pay the second tax. And who can blame them? They pay tax once overseas. They don't want to pay 35 percent tax on the way back. So beside reforming that tax code, bringing it down to 25 percent and eliminating those special-interest loopholes that the lobbyists and the lawyers and the accountants have given -- bring that rate down to 25 percent, but also, a one-time repatriation of that money. Bring the money -- the $2 trillion -- back to the United States. We'll tax it, that one time, at 8.75 percent, because 35 percent of zero is zero, but 8.75 percent of $2 trillion is a lot of money. And I would then dedicate that money to rebuilding infrastructure here in this country. It would not necessitate us raising any taxes. It would bring the money back into the United States to help build jobs by American companies and get our economy moving again, and growing as a higher rate, and it would rebuild those roads and bridges and tunnels that you were talking about. And -- and -- and the last piece of this, Maria, is this. You know, the fact is that this president has penalized corporations in America. He's penalized -- and doesn't understand. In fact, what that hurts is hurt hardworking taxpayers. You've seen middle-class wages go backwards $3,700 during the Obama administration. That's wrong for hardworking taxpayers in this country. We'd rebuild infrastructure that would also create jobs in this country, and we'd work with the states to do it the right way, to do it more efficiently and more effectively. And remember this -- I'm credible on this for this reason: Americans for Tax Reform says that I've vetoed more tax increases than any governor in American history. We don't need to raise taxes to get this done. We need to make the government run smarter and better, and reform this corporate tax system, bring that money back to the United States to build jobs and rebuild our infrastructure, and we need to use it also to protect our grid from terrorists. All of those things are important, and all those things would happen in a Christie administration.",Christie,Republican
4873,,,
4874,,,
4875,,,
4876,"Well, I would suggest a fair tax system, and that's what we have proposed. A flat tax for everybody -- no exemptions, no deductions, no shelters, because some people have a better capability of taking advantage of those than others. You know, and then the other thing we have to do is stop spending so much money. You know, I -- my -- my mother taught me this. You know, she only had a third-grade education, but -- you know, she knew how to stretch a dollar. I mean, she would drive a car until it wouldn't make a sound, and then gather up all her coins and buy a new car. In fact, if my mother were secretary of treasury, we would not be in a deficit situation.",Carson,Republican
4877,,,
