,Text,Speaker,Party
12593,Thank you.,Bash,Republican
12594,...because I don't think it's going to work out.,Kasich,Republican
12595,"Thank you. Senator Cruz, I would just add that, on this stage not that long ago, Senator Graham said that this tactic that you're pushing would tank the Republicans' ability to win in 2016.",Bash,Republican
12596,"Well, let me tell you, Dana, number one, I'm proud to stand for life. These Planned Parenthood videos are horrifying. I would encourage every American to watch the videos. See -- seeing your Planned Parenthood officials callously, heartlessly bartering and selling the body parts of human beings, and then ask yourself, ""are these my values?"" These are horrifying. On these videos, Planned Parenthood also essentially confesses to multiple felonies. It is a felony with ten years' jail term to sell the body parts of unborn children for profit. That's what these videos show Planned Parenthood doing. Absolutely we shouldn't be sending $500 million of taxpayer money to funding an ongoing criminal enterprise, and I'll tell you, the fact that Republican leadership in both houses has begun this discussion by preemptively surrendering to Barack Obama and saying, ""we'll give in because Obama threatens a veto."" You know, Obama's committed to his principles. His liberal principles, he will fight for them. He says...",Cruz,Republican
12597,"Thank you, senator.",Bash,Republican
12598,"I will veto any budget that doesn't fund Planned Parenthood, and Republicans surrender. We need to stop surrendering and start standing...",Cruz,Republican
12599,Thank you...,Bash,Republican
12600,...for our principles.,Cruz,Republican
12601,(APPLAUSE),AUDIENCE,Republican
12602,(CROSSTALK),CANDIDATES,Republican
12603,"Governor -- governor, I want to go to you. Is it what Senator Cruz says, a surrender by Republicans?",Bash,Republican
12604,"We're not -- what I can tell you is this. We didn't surrender in New Jersey, six years ago, as the brand new first ever pro-life governor of New Jersey since Roe versus Wade, I defended Planned Parenthood. And I've vetoed Planned Parenthood funding, now, eight times in New Jersey. Since the day I walked in as governor, Planned Parenthood has not been funded in New Jersey. We stood up and every one of those vetoes has been sustained. But here's the problem, we're -- we're fighting with each other up here. We agree. Let's ask Hillary Clinton. She believes in the systematic murder of children in the womb to preserve their body parts...",Kasich,Republican
12605,But...,Bash,Republican
12606,"...Dana, in a way that maximizes their value for sale for profit. It is disgusting, and the American people need to hear it...",Kasich,Republican
12607,But is it...,Bash,Republican
12608,"...we shouldn't be fighting with each other. She's the real opponent, she's the real problem.",Kasich,Republican
12609,"But, governor, the -- but, governor, the reality is, in just two weeks' time...",Bash,Republican
12610,(APPLAUSE),AUDIENCE,Republican
12611,"...we are going to be facing a question about whether or not it's enough to shut down the government to make that statement, because there is still a Democrat in the White House. Do you oppose it or support it?",Bash,Republican
12612,"I'll tell you what -- I'll tell you what I'd be willing to fight for. I'll tell you what I'd be willing to fight for. Why will we put tax reform on the president's desk, so we can simplify this tax system?",Kasich,Republican
12613,"Yes or no, do you support this shutdown?",Bash,Republican
12614,"No, no, it's really important, Dana. We got to talk about what we would be willing to shut down for. Why don't we put tax reform on this president's desk, and make him veto it if that's what he wants to do? Why haven't we repealed and replaced Obamacare? Make him veto if that's what he wants to do.",Kasich,Republican
12615,We're talking about Planned Parenthood right now.,Bash,Republican
12616,And why don't we do the same thing with Planned Parenthood?,Christie,Republican
12617,Can you answer yes or no?,Bash,Republican
12618,"We elected a Republican Congress to do this. And they should be doing it, and they're not. And they're giving the president a pass.",Christie,Republican
12619,"Dana, I'd like to...",Fiorina,Republican
12620,"One more time. I'm sorry, I just want to get the answer.",Bash,Republican
12621,"I put it in the list, Dana. We should be doing these things and forcing the president to take action.",Christie,Republican
12622,So you would support a shutdown.,Bash,Republican
12623,"Let's force him to do what he says he's going to do. Now I don't know whether he'll do it or not, but let's force him to do it.",Christie,Republican
12624,"Dana, I would like to link these two issues, both of which are incredibly important, Iran and Planned Parenthood. One has something to do with the defense of the security of this nation. The other has something to do with the defense of the character of this nation. You have not heard a plan about Iran from any politician up here, here is my plan. On day one in the Oval Office, I will make two phone calls, the first to my good friend to Bibi Netanyahu to reassure him we will stand with the state of Israel. The second, to the supreme leader, to tell him that unless and until he opens every military and every nuclear facility to real anytime, anywhere inspections by our people, not his, we, the United States of America, will make it as difficult as possible and move money around the global financial system. We can do that, we don't need anyone's cooperation to do it. And every ally and every adversary we have in this world will know that the United States in America is back in the leadership business, which is how we must stand with our allies. As regards Planned Parenthood, anyone who has watched this videotape, I dare Hillary Clinton, Barack Obama to watch these tapes. Watch a fully formed fetus on the table, it's heart beating, it's legs kicking while someone says we have to keep it alive to harvest its brain. This is about the character of our nation, and if we will not stand up in and force President Obama to veto this bill, shame on us.",Fiorina,Republican
12625,(APPLAUSE),AUDIENCE,Republican
12626,"Dana, I want to continue on the subject. Governor Bush, you recently said while discussing Planned Parenthood, quote, you're ""not sure we need a half billion for women's health issues."" Now you've since said that you misspoke, you didn't mean to say ""women's health issues."" But Donald Trump said that quote, that comment, which Hillary Clinton did seize upon immediately, will haunt you the same way Mitt Romney's 47 percent video haunted him. Tell Donald Trump why he's wrong.",Tapper,Republican
12627,"Well, he's wrong on a lot of things, but on this he's wrong because I'm the most pro-life governor on this stage. I got to act on my core beliefs. It's part of who I am. Life is a gift from God. And from beginning end we need to respect it and err on the side of life. And so I defunded Planned Parenthood. We created a climate where parental notification took place. We were the only state to fund crisis pregnancy centers with state moneys. We were totally focused on this. And I would bring that kind of philosophy to Washington, D.C. So here is a solution to this. Title X of the HHS funding, there is something that was the ""Reagan Rule."" It was passed in 1988. And in that rule it was defined, and the courts approved this, that a Planned Parenthood, you couldn't separate the money between the actual abortion procedures, and there are 330,000 abortions that take place in this clinic, and their promotion of it. He interpreted it the right way, the courts ruled in his favor, and Planned Parenthood did not get funding during that time until President Clinton came in. When I'm elected president, we will restore that interpretation of Title X. And this deal will be finished.",Bush,Republican
12628,(APPLAUSE),AUDIENCE,Republican
12629,"Thank you, Governor Bush. Donald Trump, let me just...",Tapper,Republican
12630,"Jeb, just...",Trump,Republican
12631,"The quote was, ""I'm not sure we need half a billion dollars for women's health issues."" He said he misspoke. You said that that's going to haunt him. Why do you think that?",Tapper,Republican
12632,"I think it will haunt him. I think it's a terrible. I think it's going to haunt him absolutely. He came back later and he said he misspoke. There was no question because I heard when he said the statement. I was watching and he said the statement. And I said, wow, I can't believe it. I will take care of women. I respect women. I will take care of women. One thing we will say and I would like to get back to the Iran situation. We're talking about Iran. The agreement was terrible. It was incompetent. I've never seen anything like it. One of the worst contracts of any kind I've ever seen. And nobody ever mentions North Korea where you have this maniac sitting there and he actually has nuclear weapons and somebody better start thinking about North Korea and perhaps a couple of other places. But certainly North Korea. And Ted and I have spoken. We've -- a lot of us have spoken. We're talking about Iran. They are bad actors, bad things are going to happen. But in the meantime, you have somebody right now in North Korea who has got nuclear weapons and who is saying almost every other week, I'm ready to use them. And we don't even mention it.",Trump,Republican
12633,Governor Bush?,Tapper,Republican
12634,"There are 13,000 community-based organizations that provide health services to women, 13,000 in this country. I don't believe that Planned Parenthood should get a penny from the federal government. Those organizations should get funding, just as I increased funding when I was governor of the state. That's the way you do this is you improve the condition for people. And, Donald, when I was governor, we also increased the opportunities for women. Women's income grew three times faster than the national average when I was governor.",Bush,Republican
12635,So why didn't you say it? Why didn't you say it?,Trump,Republican
12636,We improved -- we improved --,Bush,Republican
12637,"I know, but why did you say it? I heard it myself. Why did you say it?",Trump,Republican
12638,-- we increased child support -- we increased child support with a broken system by 90 percent.,Bush,Republican
12639,You said you're going to cut funding for women's health. You said it.,Trump,Republican
12640,I have a proven record. I have a proven record.,Bush,Republican
12641,You said it.,Trump,Republican
12642,I want to -- we're going to get to --,Tapper,Republican
12643,"Jake, just one more moment. This is -- there's something bigger to this. Now, I -- like so many other governors here, I defunded Planned Parenthood four-and-a-half years ago, in a Blue State. But it's bigger than that. We did that in a Blue State, we took the money and put it into women's health, so we did exactly what we're talking about here. But I think the bigger issue here is we should be able to do this nationally, and this is precisely why so many Republicans are upset with Washington. They see the House and they see the Senate and they say why can't we pass this. Why can't we defund Planned -- put it in a spending bill. Forget about the 60-vote rule, there's no reason -- and the Constitution doesn't call for 60 votes. Pass it with 51 votes, put it on the desk of the president --",Walker,Republican
12644,"Thank you, Governor.",Tapper,Republican
12645,-- and go forward and actually make a point. This is why --,Walker,Republican
12646,"Thank you, Governor.",Tapper,Republican
12647,#NAME?,Walker,Republican
12648,"We're going to -- we're going to get to many of these issues. This -- we're still in the first block, believe it or not. We're going to get to many of these issues, but before we end this block, Ms. Fiorina, I do want to ask you about this. In an interview last week in Rolling Stone magazine, Donald Trump said the following about you. Quote, ""Look at that face. Would anyone vote for that? Can you imagine that, the face of our next president?"" Mr. Trump later said he was talking about your persona, not your appearance. Please feel free to respond what you think about his persona.",Tapper,Republican
12649,(LAUGHTER),AUDIENCE,Republican
12650,"You know, it's interesting to me, Mr. Trump said that he heard Mr. Bush very clearly and what Mr. Bush said. I think women all over this country heard very clearly what Mr. Trump said.",Fiorina,Republican
12651,(APPLAUSE),AUDIENCE,Republican
12652,"I think she's got a beautiful face, and I think she's a beautiful woman.",Trump,Republican
12653,"All right. On that note, in less than two minutes -- we're going to take a very quick break. In less than two minutes, the most contentious issue on the campaign trail. And the candidates on the stage are split over how to handle it. That's coming up next. Please give some applause to the candidates.",Tapper,Republican
12654,(APPLAUSE),AUDIENCE,Republican
12655,(COMMERCIAL),OTHER,Republican
12656,"Welcome to CNN's Republican Presidential Debate. No topic perhaps has been more combustible in this campaign than the issue of immigration. Mr. Trump, you have called for deporting every undocumented immigrant, Governor Christie has said, quote, ""There are not enough law enforcement officers -- local, county, state and federal combined -- to forcibly deport 11 to 12 million people."" Tell Governor Christie how much your plan will cost, and how you will get it done.",Tapper,Republican
12657,"Correct. First of all, I want to build a wall, a wall that works. So important, and it's a big part of it. Second of all, we have a lot of really bad dudes in this country from outside, and I think Chris knows that, maybe as well as anybody. They go, if I get elected, first day they're gone. Gangs all over the place. Chicago, Baltimore, no matter where you look. We have a country based on laws. I will make sure that those laws are adhered to. These are illegal immigrants. I don't think you'd even be asking this question if I didn't run because when I ran, and I brought this up, my opening remarks at Trump Tower, I took heat like nobody has taken heat in a long time. And, then they found out with the killing of Katie, from San Francisco, and so many other crimes, they found out that I was right. And, most people, many people, apologized to me. I don't think you'd even be talking about illegal immigration if it weren't for me. So, we have a country of laws, they're going to go out, and they'll come back if they deserve to come back. If they've had a bad record, if they've been arrested, if they've been in jail, they're never coming back. We're going to have a country again. Right now, we don't have a country, we don't have a border, and we're going to do something about it, and it can be done with proper management, and it can be done with heart.",Trump,Republican
12658,"Governor Christie, you and I have talked about this in an interview. You say that his big wall, his plan to deport 11 to 12 million undocumented immigrants, it sounds great, but it's never going to happen. Tell him why you're skeptical of his plans?",Tapper,Republican
12659,"First of, Jake, I don't yield to anybody on how to enforce the law. I'm the only person on this stage who spent seven years as a United States Attorney after September 11th, and I know how to do this. The fact is though that for 15,000 people a day to be deported every day for two years is an undertaking that almost none of us could accomplish given the current levels of funding, and the current number of law enforcement officers. Here's what we need to do, and I think this is where Donald is absolutely right. What we need to do is to secure our border, and we need to do it with more than just a wall. We need to use electronics, we need to use drones, we need to use FBI, DEA, and ATF, and yes, we need to take the fingerprint of every person who comes into this country on a visa, and when they overstay their visa, we need to tap them on the shoulder, and say, ""You have overstayed your welcome, you're taking advantage of the American people. It's time for you to go."" If we had that kind of system in place, we wouldn't have the 11 million people we have now.",Christie,Republican
12660,"Thank you, Governor Christie...",Tapper,Republican
12661,"...By the way, I agree with -- with what Chris is saying, but, I will say this. Illegal immigration is costing us more than $200 billion dollars a year just to maintain what we have.",Trump,Republican
12662,"I want to bring in Dr. Carson because he too has been skeptical of your plan to immediately deport 11 to 12 million illegal immigrants. He said, quote, ""People who say that have no idea what this entails."" Why do you say that, Dr. Carson?",Tapper,Republican
12663,"Well, first of all, I recognize that we have an incredible illegal immigration problem. I was down in Arizona a few weeks ago at the border. I mean, the fences that were there were not manned, and those are the kind of fences when I was a kid that would barely slow us down. So, I don't see any purpose in having that. Now, what we need to do is look at something that actually works. Yuma County, Arizona. They stop 97 percent of the illegal immigrants through there. They put in a double fence with a road so that there was quick access by the enforcement people. If we don't seal the border, the rest of this stuff clearly doesn't matter. It's kind of ridiculous all the other things we talk about. We have the ability to do it, we don't have the will to do it. There was one area where they had cut a hole in the fence, and to repair it, they put a few strands of barb wire across. Well, the photographers who were there with us, they wanted to photograph us from the side of the Mexicans, and they went through there, and they were not physically fit people, and they took their cameras and things with them, and shot us from the other side. That's how easy it is to get across. And, the drugs, I mean, it goes on, and on, and on. ICE tells them to release these people, 67,000 criminals released...",Carson,Republican
12664,...Dr. Carson...,Tapper,Republican
12665,"...on to our property, it's ridiculous.",Carson,Republican
12666,"With all due respect, you said about Donald Trump's plan to deport 11 to 12 million undocumented immigrants, ""People who say that have no idea what this entails."" Why not?",Tapper,Republican
12667,"Well, I have also said, if anybody knows how to do that, that I would be willing to listen. And, if they can, you know, specify exactly how that's going to be done, and what the cost, and it sounds reasonable, then I think it's worth discussing...",Carson,Republican
12668,(inaudible)...,Trump,Republican
12669,...let's continue the conversation about illegal immigration with Dana Bash.,Tapper,Republican
12670,"Governor Bush, Mr. Trump has suggested that your views on immigration are influenced by your Mexican born wife. He said that, quote, ""If my wife were from Mexico, I think I would have a soft spot for people from Mexico."" Did Mr. Trump go to far in invoking your wife?",Bash,Republican
12671,"He did, he did. You're proud of your family, just as I am.",Bush,Republican
12672,Correct.,Trump,Republican
12673,"To subject my wife into the middle of a raucous political conversation was completely inappropriate, and I hope you apologize for that, Donald.",Bush,Republican
12674,"Well, I have to tell you, I hear phenomenal things. I hear your wife is a lovely woman...",Trump,Republican
12675,She is. She's fantastic.,Bush,Republican
12676,"I don't know her, and this is a total mischaracterization...",Trump,Republican
12677,"She is absolutely the love of my life, and she's right here...",Bush,Republican
12678,Good.,Trump,Republican
12679,And why don't you apologize to her right now.,Bush,Republican
12680,"No, I won't do that, because I've said nothing wrong.",Trump,Republican
12681,Yeah.,Bush,Republican
12682,But I do hear she's a lovely woman.,Trump,Republican
12683,"So, here's the deal. My wife is a Mexican-American. She's an American by choice. She loves this country as much as anybody in this room, and she wants a secure border. But she wants to embrace the traditional American values that make us special and make us unique. We're at a crossroads right now. Are we going to take the Reagan approach, the hopeful optimistic approach, the approach that says that, you come to our country legally, you pursue your dreams with a vengeance, you create opportunities for all of us? Or the Donald Trump approach? The approach that says that everything is bad, that everything is coming to an end. I...",Bush,Republican
12684,Mr. Trump?,Bash,Republican
12685,Jeb said...,Trump,Republican
12686,I'm on the Reagan side of this.,Bush,Republican
12687,"... that they come into our country as an act of love. With all of the problems we that we have, in so many instances -- we have wonderful people coming in. But with all of the problems -- this is not an act of love. He's weak on immigration -- by the way, in favor of Common Core, which is also a disaster, but weak on immigration. He doesn't get my vote.",Trump,Republican
12688,Mr. Trump...,Bash,Republican
12689,"Dana, with all being said to Mr. Trump...",Fiorina,Republican
12690,Go ahead.,Bash,Republican
12691,"Immigration did not come up in 2016 because Mr. Trump brought it up. We talked about it in 2012, we talked about it in 2008. We talked about it in 2004.",Fiorina,Republican
12692,Not with this intensity.,Trump,Republican
12693,We have been talking about it for 25 years. This is why people are tired of politicians.,Fiorina,Republican
12694,"Ms. Fiorina -- Ms. Fiorina, we're going to come to you, we're going to come to you. I just want to give Governor Bush a chance to respond to what Mr. Trump said.",Bash,Republican
12695,"Look, first of all, I wrote a book about this, three -- four years ago, now. And I laid out a comprehensive, conservative approach for immigration reform. And it does require securing the border. No one disagrees with that. But to build a wall, and to deport people -- half a million a month -- would cost hundreds of billions of dollars, Donald. Hundreds of billions of dollars. It would destroy community life, it would tear families apart. And it would send a signal to the rest of the world that the United States values that are so important for our long-term success no longer matter in this country.",Bush,Republican
12696,(APPLAUSE),AUDIENCE,Republican
12697,"As I said, we are spending $200 billion -- we are spending $200 billion a year on maintaining what we have. We will move them out. The great ones will come back, the good ones will come back. They'll be expedited, they'll be back, they'll come back legally. We'll have a country -- they'll come back, legally.",Trump,Republican
12698,"OK, on that note, you have criticized Governor Bush for speaking Spanish on the campaign trail. You said, quote, ""He should really set an example by speaking English in the United States."" What's wrong with speaking Spanish?",Bash,Republican
12699,"Well, I think it's wonderful and all, but I did it a little bit half-heartedly, but I do mean it to a large extent. We have a country, where, to assimilate, you have to speak English. And I think that where he was, and the way it came out didn't sound right to me. We have to have assimilation -- to have a country, we have to have assimilation. I'm not the first one to say this, Dana. We've had many people over the years, for many, many years, saying the same thing. This is a country where we speak English, not Spanish.",Trump,Republican
12700,(APPLAUSE),AUDIENCE,Republican
12701,"Well, I've been speaking English here tonight, and I'll keep speaking English. But the simple fact is, if a high school kid asks me a question in Spanish, a school -- by the way, a voucher program that was created under my watch, the largest voucher program in the country, where kids can go to a Christian school, and they ask me a question in Spanish, I'm going to show respect and answer that question in Spanish. Even though they do speak English, and even though they embrace American values.",Bush,Republican
12702,(APPLAUSE),AUDIENCE,Republican
12703,"This is a reporter, not a high school kid.",Trump,Republican
12704,"Ms. Dana, I agree that English is the unifying language of our country, and everyone should learn to speak it. It's important. I want to tell you a story about someone that didn't speak English that well. It was my grandfather; he came to this country in the 1960s, as a -- escaping Cuba. And he lived with us, growing up. And my grandfather loved America. He understood what was so special about this country. He loved Ronald Reagan; he would be very proud of the fact that we're here this evening. My grandfather instilled in me the belief that I was blessed to live in the one society in all of human history where even I, the son of a bartender and a maid, could aspire to have anything, and be anything that I was willing to work hard to achieve. But he taught me that in Spanish, because it was the language he was most comfortable in. And he became a conservative, even though he got his news in Spanish. And so, I do give interviews in Spanish, and here's why -- because I believe that free enterprise and limited government is the best way to help people who are trying to achieve upward mobility. And if they get their news in Spanish, I want them to hear that directly from me. Not from a translator at Univision.",Rubio,Republican
12705,"Thank you, Senator Rubio.",Tapper,Republican
12706,(APPLAUSE),AUDIENCE,Republican
12707,"Senator Cruz -- Senator Cruz, this week, we learned more about Dr. Carson's plan for the 11 million to 12 million undocumented immigrants in this country. Dr. Carson proposed giving these undocumented immigrants a six- month grace period to pay back taxes then to let them become guest workers and only to deport people who failed to do that.",Tapper,Republican
12708,Not exactly what I said.,Carson,Republican
12709,"Well, how would you say it, sir? I was just reading the Wall Street Journal quote, but please tell us.",Tapper,Republican
12710,"Well, what I said, after we seal the borders, after we turn off the spigot that dispenses all the goodies so we don't have people coming in here, including employment, that people who had a pristine record, we should consider allowing them to become guest workers, primarily in the agricultural sphere, because that's the place where Americans don't seem to want to work. That's what I said. And they have a six-month period to do that. If they don't do it within that time period, then they become illegal, and as illegals, they will be treated as such.",Carson,Republican
12711,"OK, from the horse's mouth, Senator Cruz, does that fit your definition of amnesty?",Tapper,Republican
12712,"Well, Jake, you know, I'm -- I'm very glad that Donald Trump's being in this race has forced the mainstream media finally to talk about illegal immigration. I think that's very important. I like and respect Ben Carson. I'll let him talk about his own plans. But I will say this: The natural next question that primary voters are asking, after we focus on illegal immigration is, okay, what are the records of the various candidates? And this is an issue on which there are stark differences. A majority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supported amnesty and, in fact, who helped lead the fight to stop a massive amnesty plan. In 2013, when Barack Obama and Harry Reid joined the Washington Republicans in a massive, I stood shoulder to shoulder with Jeff Sessions helping lead the fight. You know, folks here have talked about, how do you secure the borders? Well, I've been leading the fight in the Senate to triple the Border Patrol, to put in place fencings and walls, to put in place a strong biometric exit/entry system...",Cruz,Republican
12713,"Thank you, Senator. Senator Rubio...",Tapper,Republican
12714,Can I -- can I -- can I just...,Carson,Republican
12715,... I'm not sure...,Tapper,Republican
12716,Can I correct...,Carson,Republican
12717,"We'll come back to you -- we'll come back to you in one second, sir. But Senator Rubio, I'm not sure exactly whose plan he's -- he's saying is -- constitutes amnesty, but I know he has said it about your plan in the past, so I want to give you a chance to respond, then, Dr. Carson, we'll come to you.",Tapper,Republican
12718,OK.,Carson,Republican
12719,"Well, let me say that legal immigration is not an issue I read about in the newspaper. Immigration, illegal immigration, all the good aspects of immigration and all the negative ones as well, I live with. My family's immigrants. My neighbors are all immigrants. My in-laws are all immigrants. So I've seen every aspect of it, and I can tell you America doesn't have one immigration problem, it has three. First, despite the fact that we are the most generous country in the history of the world in allowing people to come here legally, we have people still coming illegally. Second, we have a legal immigration system that no longer works. It primary is built on the basis of whether you have a relative living here instead of merit. And third, we have 11 million or 12 million people, many of whom have been here for longer than a decade who are already here illegally. And we must deal with all three of these problems. We cannot deal with all three of these problems in one massive piece of legislation. I learned that. We tried it that way. Here's the way forward: First, we must -- we must secure our border, the physical border, with -- with a wall, absolutely. But we also need to have an entry/exit tracking system. 40 percent of the people who come here illegally come legally, and then they overstay the visa. We also need a mandatory e-verify system. After we've done that, step two would be to modernize our legal immigration system so you come to America on the basis of what you can contribute economically, not whether or not simply you have a relative living here. And after we've done those two things, I believe the American people...",Rubio,Republican
12720,"Thank you, Senator.",Tapper,Republican
12721,"... will be very reasonable and responsible about what you do with someone who's been here and isn't a criminal. If you're a criminal, obviously, you will not be able to stay.",Rubio,Republican
12722,"Thank you, Senator. Senator -- Dr. Carson...",Tapper,Republican
12723,(APPLAUSE),AUDIENCE,Republican
12724,... I want to give you 30 seconds. I'd like you to answer the question. Senator Cruz describes plans such as yours as amnesty. Why is your plan not amnesty?,Tapper,Republican
12725,"My plan is not amnesty for a number of reasons. Number one, you know, I've talked to farmers, and they said they cannot hire Americans to do the kind of job that I'm talking about. And the second reason is because the individuals who register as guest workers, they don't get to vote, they are not American citizens, and they don't get the rights and privileges of American citizens. So that's key. But the other thing that I want to bring up is, I mentioned something earlier. I think it was just sort of glossed over. I talked about the success in Yuma County, I mean, incredible success, and the Department of Justice said, ""No, we don't want to do that. That's too successful."" We don't have to keep reinventing the wheel. All we have to do is look at things that work. All we have to do is use a little common sense.",Carson,Republican
12726,"Thank you, Dr. Carson. I want to talk about the issue of birthright citizenship, which -- which has emerged since the first debate as -- as an a -- a major issue in this campaign. Mr. Trump, you say that babies born in the United States to undocumented immigrants should not any longer get automatic American citizenship. Ms. Fiorina says that you are pandering on this issue and acting like the politicians that you rail against. What's your message to Ms. Fiorina on birthright citizenship?",Tapper,Republican
12727,"Well, first of all, the -- the 14th Amendment says very, very clearly to a lot of great legal scholars -- not television scholars, but legal scholars -- that it is wrong. It can be corrected with an act of Congress, probably doesn't even need that. A woman gets pregnant. She's nine months, she walks across the border, she has the baby in the United States, and we take care of the baby for 85 years. I don't think so. And by the way, Mexico and almost every other country anywhere in the world doesn't have that. We're the only ones dumb enough, stupid enough to have it. And people -- and by the way, this is not just with respect to Mexico. They are coming from Asia to have babies here, and all of a sudden, we have to take care of the babies for the life of the baby. The 14th Amendment, it reads properly, you can go and -- it's probably going to be have to be check -- go through a process of court, probably ends up at the Supreme Court, but there are a lot of great legal scholars that say that is not correct. And in my opinion, it makes absolutely no -- we're the only -- one of the only countries, we're going to take care of those babies for 70, 75, 80, 90 years? I don't think so.",Trump,Republican
12728,"Ms. Fiorina, the vast majority of countries do not have birthright citizenship...",Tapper,Republican
12729,(APPLAUSE),AUDIENCE,Republican
12730,...Donald Trump is right about that. Why is it pandering when he's -- he says this?,Tapper,Republican
12731,"First let me say, We have just spent a good bit of time discussing, as Republicans, how to solve this problem. I would ask your audience at home to ask a very basic question. Why have Democrats not solved this problem? President Obama campaigned in 2007 and 2008 on solving the immigration problem. He entered Washington with majorities in the House and the Senate. He could have chosen to do anything to solve this pro -- this problem. Instead, he chose to do nothing. Why? because the Democrats don't want this issue solved.",Fiorina,Republican
12732,Ms. Fiorina...,Tapper,Republican
12733,They want it to be an issue that they can use. As to birthright citizenship...,Fiorina,Republican
12734,Please.,Tapper,Republican
12735,"...the truth is, you can't just wave your hands and say ""the 14th Amendment is gonna go away."" It will take an extremely arduous vote in Congress, followed by two-thirds of the states, and if that doesn't work to amend the Constitution, then it is a long, arduous process in court. And meanwhile, what will continue to go on is what has gone on for 25 years. With all due respect, Mr. Trump, we've been talking about illegal immigration for 25 years. San Francisco has been a sanctuary city since 1989. There are 300 of them. And meanwhile, what has happened? Nothing. The border remains insecure. The legal immigration system remains broken. Look, we know what it takes to secure a border. We've heard a lot of great ideas here. Money, manpower, technology...",Fiorina,Republican
12736,"Thank you, Ms. Fiorina.",Tapper,Republican
12737,"...mostly, apparently, leadership...",Fiorina,Republican
12738,Thank you.,Tapper,Republican
12739,...the kind of leadership that understands how to get results.,Fiorina,Republican
12740,"Thank you, Ms. Fiorina. Mr. Trump, I want to give you the chance to respond...",Tapper,Republican
12741,"I agree 100 percent, by the way, with Carly on the fact that the Democrats do not want to solve this problem, for the obvious reasons, but they do not. But I believe that a reading of the 14th Amendment allows you to have an interpretation where this is not legal and where it can't be done. I've seen both sides, but some of the greatest scholars agree with me, without having to go through Congress. If you do go through Congress, you can absolutely solve the problem.",Trump,Republican
12742,"Thank you, Mr. Trump. Senator Paul...",Tapper,Republican
12743,"But you -- you would stipulate, Mr. Trump, but not everyone agrees with you.",Fiorina,Republican
12744,"That's true, sure.",Trump,Republican
12745,OK.,Fiorina,Republican
12746,"Senator Paul, I want to bring you in. Where -- where do you stand on the issue of birthright citizenship?",Tapper,Republican
12747,"Well, I hate to say it, but Donald Trump has a bit of a point here. The case that was decided around 1900 was, people had a green card, were here legally, and they said that their children were citizens. There's never been a direct Supreme Court case on people who were here illegally, whether or not their kids are citizens. So it hasn't really been completely adjudicated. The 14th Amendment says that ""those who are here and under the jurisdiction."" The original author of the -- of the 14th Amendment said on the Senate floor that this was applying to slaves, and did not specifically apply to others.",Paul,Republican
12748,"All right. Senator Paul, thank you so much. Let's turn to a new topic. We've received a lot of questions on social media about the economy and about jobs. We have two CEOs on stage right now. Ms. Fiorina, you were CEO of Hewlett Packard. Donald Trump says you, quote, ""ran HP into the ground,"" you laid off tens of thousands of people, you got viciously fired. For voters looking to somebody with private-sector experience to create American jobs, why should they pick you and not Donald Trump?",Tapper,Republican
12749,"I led Hewlett Packard through a very difficult time, the worst technology recession in 25 years. The NASDAQ stock index fell 80 percent. It took 15 years for the stock index to recover. We had very strong competitors who literally went out of business and lost all of their jobs in the process. Despite those difficult times, we doubled the size of the company, we quadrupled its topline growth rate, we quadrupled its cash flow, we tripled its rate of innovation. Yes, we had to make tough choices, and in doing so, we saved 80,000 jobs, went on to grow to 160,000 jobs. And now Hewlett Packard is almost 300,000 jobs. We went from lagging behind to leading in every product category and every market segment. We must lead in this nation again, and some tough calls are going to be required. But as for the firing, I have been very honest about this from the day it happened. When you challenge the status quo, you make enemies. I made a few. Steve Jobs told me that when he called me the day I was fired to say, hey, been there, done that twice. It's also true that the man that led my firing, Tom Perkins, just took --",Fiorina,Republican
12750,"Thank you, Ms. Fiorina.",Tapper,Republican
12751,#NAME?,Fiorina,Republican
12752,(APPLAUSE),AUDIENCE,Republican
12753,"Thank you, Ms. Fiorina.",Tapper,Republican
12754,Well --,Trump,Republican
12755,"Mr. Trump -- Mr. Trump, why would you be better at creating jobs than Carly Fiorina?",Tapper,Republican
12756,"-- let me -- well, let me just explain. The head of the Yale Business School, Jeffrey Sonnenfeld, wrote a paper recently, one of the worst tenures for a CEO that he has ever seen, ranked one of the top 20 in the history of business. The company is a disaster and continues to be a disaster. They still haven't recovered. In fact, today, on the front page of the Wall Street Journal, they fired another 25 or 30,000 people saying we still haven't recovered from the catastrophe. When Carly says the revenues went up, that's because she bought Compaq, it was a terrible deal, and it really led to the destruction of the company. Now one other company before that was Lucent. Carly was at Lucent before that. And Lucent turned out to be a catastrophe also. So I only say this. She can't run any of my companies. That I can tell you.",Trump,Republican
12757,"Ms. Fiorina, I want to give you a chance to respond.",Tapper,Republican
12758,"You know, Jeffrey Sonnenfeld is a well-known Clintonite and honestly had it out for me from the moment that I arrived at Hewlett Packard. But honestly, Mr. Trump, I find it quite rich that you would talk about this. You know, there are a lot of us Americans who believe that we are going to have trouble someday paying back the interest on our debt because politicians have run up mountains of debt using other people's money. That is in fact precisely the way you ran your casinos. You ran up mountains of debt, as well as losses, using other people's money, and you were forced to file for bankruptcy not once --",Fiorina,Republican
