text,class
"... no, i don't. i worry very, very much about an isolated country. that's what makes me nervous. russia lives in the world. china lives in the world. north korea is a very, very strange country because it is so isolated, and i do feel that a nation with nuclear weapons, they have got to be dealt with. dealt with effectively.",0
"so let me begin with this. i actually believe -- first of all, this is their money. they do pay. it is refundable, not just against the taxes they pay to the government, but also the -- on their federal income tax, it's refundable against the payroll tax. everyone pays payroll tax. this is their money. this is not our money. and here's what i don't understand -- if you invest that money in a piece of equipment, if you invest that money in a business, you get to write it off your taxes. but if you invest it in your children, in the future of america and strengthening your family, we're not going to recognize that in our tax code? the family is the most important institution in society. and, yes...",1
"yes, well, first of all -- first of all, paul krugman, barney frank, others have all endorsed my plan. secondly, we have dodd-frank. it gives us the authority already to break up big banks that pose...",0
"dana, let me add here that there are two ways to at this under dodd-frank, which is after all the law we passed under president obama, and i'm proud that barney frank, one of the authors, has endorsed me because what i have said continuously is, yes, sometimes the government may have to order certain actions. sometime the government can permit the institution themselves to take those actions. that has to be the judgement of the regulators. but, there's another element to this. i believe strongly that executives of any of these organizations should be financially penalized if there is a settlement.",0
"because nobody knows the system better than me. i know the h1b. i know the h2b. nobody knows it better than me. i'm a businessman. these are laws. these are regulations. these are rules. we're allowed to do it. and frankly, because of the devaluations that other countries -- the monetary devaluations that other countries are constantly doing and brilliantly doing against us, it's very, very hard for our companies in this country, in our country, to compete. so i will take advantage of it; they're the laws. but i'm the one that knows how to change it. nobody else on this dais knows how to change it like i do, believe me.",1
"the tpp is horrible deal. it is a deal that is going to lead to nothing but trouble. it's a deal that was designed for china to come in, as they always do, through the back door and totally take advantage of everyone. it's 5,600 pages long. so complex that nobodies read it. it's like obamacare; nobody ever read it. they passed it; nobody read it. and look at mess we have right now. and it will be repealed. but this is one of the worst trade deals. and i would, yes, rather not have it. with all of these countries, and all of the bad ones getting advantage and taking advantage of what the good ones would normally get, i'd rather make individual deals with individual countries. we will do much better. we lose a fortune on trade. the united states loses with everybody. we're losing now over $500 billion in terms of imbalance with china, $75 billion a year imbalance with japan. by the way, mexico, $50 billion a year imbalance. so i must say, gerard, i just think it's a terrible deal. i love trade. i'm a free trader, 100 percent. but we need smart people making the deals, and we don't have smart people making the deals.",1
"no, i think it's a huge mistake. i think regime change in syria, and this is what -- i've been saying this for several years now. in 2013 when we first went in, i said, you are going to give arms to the allies of al qaida, to radical jihadists? that's crazy. but the other thing i said is the great irony is you will be back fighting against your own weapons. had assad been bombed when he used chemical weapons two years ago, isis would be in charge of all of syria now. we have to have a more realistic foreign policy and not a utopian one where we say, oh, we're going to spread freedom and democracy, and everybody in the middle east is going to love us. they are not going to love us.",1
"you know, tonight we hear about what people want to do. i want to tell you what i've done. i was a member of the armed services committee for 18 years. i spent a big chunk of my life studying national security issues and our role in the world. no. 2. i was the chairman of the house budget committee and one of the chief architects the last time we balanced a budget, and it was the first time we had done it since man walked on the moon. we had a $5 trillion surplus and we cut taxes. i spent ten years in the private sector, actually learning how business works. and now i'm the governor of ohio, and i inherited a state that was on the brink",1
"well, i think what the president understands, and what he's trying to do, is that we have to support the arab and kurdish fighters on the ground who are actually doing the fighting. i agree with the president. i've said myself, we will not send american combat troops back to either syria or iraq -- that is off the table. but we do have special forces, we do have trainers, we do have the military personnel who are helping with the airstrikes that the united states is leading so that we can try to take out isis infrastructure, take out their leadership. and i think that, given the threat that isis poses to the region and beyond, as we have sadly seen in our own country, it is important to keep the iraqi army on a path where they can actually take back territory, to work with the sunni tribes in anbar province and elsewhere so that their fighters can be also deployed, to work with the kurds to provide them the support, but they're doing the fighting. we're doing the support and enabling. and i also think we've got to do more to stop foreign fighters, foreign funding and take isis on online, as well as doing everything necessary to keep us safe at home. so as i look at what the president it doing, it adds up to me. we just have to keep -- try to get more support for those people on the ground in syria and iraq who have to actually physically take the territory back.",0
"with solar, with wind, with new technologies, with green buildings, this can happen, but in all -- president obama made us more energy independent, but in all of the above strategy didn't land us on the moon, we need american ingenuity and we need to reach by 2050 for the sake of our kids.",0
"well, that just wasn't -- that just wasn't the fact, senator. the fact is that there was a great effort made by the obama administration and others to really send a clear message, because we knew that so many of these children were being abused, being treated terribly while they tried to get to our border. so we have a disagreement on this. i think now what i've called for is counsel for every child so that no child has to face any kind of process without someone who speaks and advocates for that child so that the right decision hopefully can be made.",0
"well, first of all, i think we need somebody absolutely that we can trust, who is totally responsible; who really knows what he or she is doing. that is so powerful and so important. and one of the things that i'm frankly most proud of is that in 2003, 2004, i was totally against going into iraq because you're going to destabilize the middle east. i called it. i called it very strongly. and it was very important. but we have to be extremely vigilant and extremely careful when it comes to nuclear. nuclear changes the whole ball game. frankly, i would have said get out of syria; get out -- if we didn't have the power of weaponry today. the power is so massive that we can't just leave areas that 50 years ago or 75 years ago we wouldn't care. it was hand-to-hand combat. the biggest problem this world has today is not president obama with global warming, which is inconceivable, this is what he's saying. the biggest problem we have is nuclear -- nuclear proliferation and having some maniac, having some madman go out and get a nuclear weapon. that's in my opinion, that is the single biggest problem that our country faces right now.",1
... let's talk about donald trump's strategy and my strategy and ted's strategy and john kasich's strategy when it comes to isis. and on health care and on the important issues facing this country. but let's be honest too about all this. the media has given these personal attacks that donald trump has made an incredible amount of coverage. let's start talking again about the issues that matter to this country. i'm ready to do that starting right here right now tonight.,1
"okay, thank you. i have -- look, i would agree with much of what senator sanders says, kevin. i believe that actually affordable college, debt-free college is the goal that we need to attain as a nation. and, unlike my two distinguished colleagues on this stage, i actually made college more affordable and was the only state that went four years in a row without a penny's increase to college tuition. i respectfully disagree with senator sander's approach. i believe that the goal should be debt-free college. i believe that our federal government needs to do more on pell grants. states need to stop cutting higher education, and we should create a new block grant program that keeps the states' skin in the game, and we should lower these outrageous interest rates that parents and kids are being charged by their own government. 7 percent and 8 percent to go to college? i mean, my dad went to college on a g.i. bill after coming home from japan, flying 33 missions. my daughters went to college on a mountain of bills. we were proud of them on graduation day, but we're going to be proud every month for the rest of our natural lives. it -- it doesn't need to be that way. we can have debt-free college in the united states.",0
"you embrace the energy revolution in our country. this president and hillary clinton, who can't even say she's for the xl pipeline even after she's left? give me a break. of course we're for it. we should be for these things to create high sustained economic growth. and frankly,",1
"well, megyn, you know, at the end of the day for the folks at home, this is not about the insults back and forth between the candidates. this is not about what attacks we can throw at each other. this is the people at home who are struggling through seven years of barack obama. this is the single moms who are working two and three jobs, 28, 29 hours a week because their hours have been forcibly reduced because of obamacare. this is the truck drivers and the steel workers and the mechanics with calluses on their hands who have seen their wages not grow year after year after year while the cost of living goes up. this is all the young people coming out of school with student loans up to their eyeballs that aren't able to find a job. and i don't think the people of america are interested in a bunch of bickering school children. they are interested in solutions, not slogans. it's easy to say, make things better, make things great. you can even print it and put it on a baseball cap. but the question is, do you understand the principles that made america great in the first place? as president, i will repeal every word of obamacare. i will pull back the regulators that are killing small businesses. and we will pass a simple flat tax and abolish the irs. and what that's going to do, megyn, is small businesses are going to explode. we are going to see millions of high-paying jobs. we are going to see wages going up. we are going to see opportunity. that's where our focus needs to be. that's where my focus is. and that is why our campaign is the only campaign that over and over again has beaten donald trump to date, and it's why we are the one campaign that going forward can and will beat donald trump in this election.",1
"there are so many issues that we haven't been able to discuss here. we have not fully discussed immigration reform, and the deplorable number of immigrant detention camps that our nation's now maintaining. we haven't discussed the shameful treatment that the people of puerto rico, our fellow americans, are getting treated with by these hedge funds that are working them over.",0
"... you know, the reason is because, as the democrats tell me all the time, i can get the crossover votes. you see, because throughout this campaign i've talked about issues, i have never tried to go and get into these scrums that we're seeing here on the stage. and, people say everywhere i go, ""you seem to be the adult on the stage.""",1
"secretary clinton beat him as well, but not by so much. and, that's true nationally, and in many other states. and, the other reason i think we can beat trump is that our campaign is generating an enormous amount of excitement. just in the last two days we have won the caucuses in maine, we won that tonight with a very large turnout.",0
"we end up paying the highest prices in the world. and i want us to be absolutely clear about making sure the insurance companies in the private employer policy arena as well as in the affordable care exchanges are properly regulated so that we are not being gamed. and i think that's an important point to make because i'm going through and analyzing the points you were making, martha. we don't have enough competition and we don't have enough oversight of what the insurance companies are charging everybody right now.",0
"well, let's talk about the global environmental crisis. starting in 2009 as your secretary of state, i worked with president obama to bring china and india to the table for the very first time, to get a commitment out of them that they would begin to address their own greenhouse gas emissions.",0
"let me just tell you, they de-value their currencies. china, mexico, everybody. japan with the cars. they de-value their currencies to such an extent that our businesses cannot compete with them, our workers lose their jobs...",1
"let me put those proposals-- and you're absolutely right. that is what i want to do. that is what is going to have to happen, if we want to revitalize and rebuild the crumbling middle class. in the last 30 years, there has been a massive redistribution of wealth. and i know that term gets my republican friends nervous. the problem is, this redistribution has gone in the wrong direction. trillions of dollars have gone from the middle class and working families to the top one-tenth of one percent who have doubled the percentage of wealth they now own. yes, i do believe that we must end corporate loopholes, such that major corporations year after year pay virtually zero in federal income tax, because they're stashing the money in the cayman islands. yes, i do believe there must be a tax on wall street speculation. we bailed out wall street. it's their time to bail out the middle class, help our kids be able to go to college tuition-free. so we pay for this by do demanding that the wealthiest people and the largest corporations, who have gotten away with murder for years, start paying their fair share.",0
"when we talk about immigration, the secretary will remember that one of the great tragedies, human tragedies of recent years is children came from honduras where there's probably more violence than almost any place in this country, and they came into this country. and i said welcome those children into this country, secretary clinton said send them back. that's a difference.",0
"i just want to say, i agree with that 100 percent, except pre-existing conditions, i would absolutely get rid of obamacare. we're going to have something much better, but pre-existing conditions, when i'm referring to that, and i was referring to that very strongly on the show with anderson cooper, i want to keep pre- existing conditions. i think we need it. i think it's a modern age. and i think we have to have it.",1
"sure. we would move the medicare system from a 7 percent growth down to about a 5 percent growth. and i have a whole series of ways to do that. in ohio, we reduced medicaid funding for the poor from 10 percent to 2.5 percent, didn't cut one benefit or didn't take anybody off the rolls. why? because we're innovators. i've been an innovator my entire career. and i really don't care what special interests or lobbyists have to say. i have a job to do when i take over a public office. now, we freeze non-defense discretionary for eight years. we also put an increase in defense spending. our tax cuts balance out. and at the end of the day, we will get to a balanced budget. and i want everybody here to know, when i was budget committee chairman in washington, i stepped on every toe in that town, and we got to a balanced budget, and we had enormous job growth. and as governor of ohio, we went from 350,000 lost jobs to a gain of 347,000 jobs.",1
"look, i understand marco wants to raise confusion, it is not accurate what he just said that i supported legalization. indeed, i led the fight against his legalization and amnesty. and you know, there was one commentator that put it this way that, for marco to suggest our record's the same is like suggesting ""the fireman and the arsonist because they are both at the scene of the fire."" he was fighting to grant amnesty and not to secure the border, i was fighting to secure the border. and this also goes to trust, listening on to campaign trails. candidates all the time make promises. you know, marco said,"" he learned that the american people didn't trust the federal government.""",1
"he didn't answer -- he's not a leader. and, frankly, when i say they'll do as i tell them, they'll do as i tell them. and that's very -- it's very simple. it's very simple. we are in a very dangerous place. we have a depleted military. totally depleted. we have -- by the way, our vets are treated horribly. we're going to take care of our vets. we're going to start taking care of our vets, properly, like we should.",1
"what candidates are saying is if we stand up to the fossil fuel industry, and transform our energy system away from coal and oil and gas to energy efficiency and wind and solar and geothermal and other sustainable technologies, you know what happens to that republican who listens to the scientists? on that day, that republican loses his campaign funding from the koch brothers and the fossil fuel industry.",0
"well look, i believe in immigration, but it has to be controlled. the simple fact of the matter is i wouldn't be standing here. i'd be maybe running for president of croatia if we didn't have immigration. immigration is something that brings youth and vibrance and energy to our country. but we clearly have to control our borders. we can't have people just walking in. look, we lock our doors at night in our homes. the country has to be able to lock its doors as well. so, we -- i have a comprehensive plan to deal with this problem of immigration. i would say we have to absolutely finish the wall and guard the border. and if anybody were to come in after that, they are going to have to go back. no excuses because we can't continue this problem. i think we ought to have a guest worker program, where people come in, work and go home. and i think at the same time, for the 11 and a half million who are here, then in my view if they have not committed a crime since they've been here, they get a path to legalization. not to citizenship. i believe that program can pass the congress in the first 100 days. but let's not lose sight of the fact that the whole key to the future of america is strong economic growth with common sense regulation, lower taxes and a balanced budget. we can have a rising tide that lifts all the workers in america, all the people who are citizens of america, if we'll just follow the formula that works, that i used in washington. and guess what, i've used it in ohio to grow over 400 private sector jobs since i've been governor",1
"the idea that a mother is living here and her children are on the other side of the border is wrong and immoral. a number of months ago, i talked to a young man who was serving in the united states military and while he was serving in the military, his wife was deported. that is beyond comprehension and policies that should not be allowed to exist. so, ma'am, i will do everything that i can to unite your family. your children deserve to be with their mother.",0
"...that, having been in the trenches fighting for this, i believe strongly we have to guarantee health care. i believe we are on the path to doing that. the last thing we need is to throw our country into a contentious debate about health care again. and we are not england. we are not france. we inherited a system that was set up during world war ii; 170 million americans get health insurance right now through their employers. so what we have tried to do and what president obama succeeded in doing was to build on the health care system we have, get us to 90 percent coverage. we have to get the other 10 percent of the way to 100. i far prefer that and the chances we have to be successful there than trying to start all over again, gridlocking our system, and trying to get from zero to 100 percent.",0
"first of all, i'd like to just go back to one. in july of 2004, i came out strongly against the war with iraq, because it was going to destabilize the middle east. and i'm the only one on this stage that knew that and had the vision to say it. and that's exactly what happened.",1
"well, i think the key word in your followup there was the word ""settle."" that's true. it was settled. arrests peaked in 2003, anderson, but they declined every year after that as we restored peace in our poorer neighborhoods so that people could actually walk and not have to worry about their kids or their loved ones of being victims of violent crime. look, none of this is easy. none of us has all the answers. but together as a city, we saved a lot of lives. it was about leadership. it was about principle. and it was about bringing people together.",0
"well, that's fine. first of all, ted was in favor of amnesty. so there's no question about that. and sheriff joe arpaio recently endorsed me and there's nobody tougher on the borders than sheriff joe. and jeff sessions, one of the most respected senator in washington, an incredible man, also endorsed me. and there's nobody that knows more about the borders than senator jeff sessions. i would say this. we're all in this together. we're going to come up with solutions. we're going to find the answers to things. and so far i cannot believe how civil it's been up here.",1
"i'm on the committee, i know a little bit about this, i'm on the committee, health, education, labor committee that helped write the affordable care act. and it has done a number of good things. but when secretary clinton says, well, 90 percent of the people have insurance, yes, not really. many of you may have insurance, but you have outrageously high deductibles and co-payments. one out of five americans cannot afford the prescription drugs their doctors prescribe. elderly people are cutting their pills in half. i do believe that we should do what every other major country on earth does, and i think when the american people stand up and fight back, yes, we can have it, a medicare for all health care system.",0
"this is why, because he's trying to do to the american voter what he did to the people that signed up for this course. he's making promises he has no intention of keeping. and it won't just be $36,000 that they lose, it's our country that's at stake here. the future of the united states and the most important election in a generation, and he's trying to con people into giving them their vote just like he conned these people into giving him their money.",1
"well, i certainly know what all americans need, and that is more jobs, with rising incomes. it's something that i have worked on for many years. it's why i've laid down the only really comprehensive plan about how to create more good jobs. and there are several things that need to be addressed. we do have to do more infrastructure spending. that will put many americans to work. it's a good job that gets you on the ladder to the middle class. we need to improve the conditions for manufacturing in our country and punish those companies that want to export jobs. we need them to be incentivized to create jobs right here in america. we also do have to combat climate change, and no state has more at stake in that than florida. and the best way to do that is not only enforcing the laws we have, but also the clean power plan that president obama has put forth that i support, and the paris agreement that i think was a huge step forward in the world, that senator sanders said was too weak, but i helped to lay the groundwork for that. but we need more clean energy jobs and we have to do more to help small businesses. you know, the fastest-growing segment of small businesses are minority and women-owned small business, and we need to help businesses get started. the very distinguished congresswoman from new york who's been on the small business committee, congresswoman velasquez, knows exactly what we need to be doing to create more small businesses. we do need to raise the minimum wage and we have to guarantee equal pay for women.",0
"carl said, ""no, no -- "" but he's somebody -- these are the kind of people that we should use to negotiate and not the china people that we have who are political hacks who don't know what they're doing and we have problems like this. if these are the kinds of people -- we should use our best and our finest. now, on that tariff -- here's what i'm saying, china -- they send their goods and we don't tax it -- they do whatever they want to do. they do whatever what they do, ok. when we do business with china, they tax us. you don't know it, they tax us. i have many friends that deal with china. they can't -- when they order the product and when they finally get the product it is taxed. if you looking at what happened with boeing and if you look at what happened with so many companies that deal -- so we don't have an equal playing field. i'm saying, absolutely, we don't have to continue to lose 505 billion dollars as a trade deficit for the privilege of dealing with china. i'm a free trader. i believe in it but we have to be smart and we have to use smart people to negotiate. i have the largest bank in the world as a tenant of mine. i sell tens' of millions of (inaudible). i love china. i love the chinese people but they laugh themselves, they can't believe how stupid the american leadership is.",1
"so now all of a sudden, i'm starting to get it, and what i want the people to know is, i know how to bring people together, republicans and democrats. i have successfully, both at the federal level and the state level brought economic growth, wage growth, and economic security to this country. and i want to go back and do it again, and i'm going to keep talking about my message of bringing people together and motivating people in the neighborhoods that realize they don't need somebody from washington galloping in. there are many things they can do where they live, because the strength of our country is in our neighborhoods and our families. and i'm going to keep doing this.",1
"yes, let's talk about this. when i ran for mayor in 1999, lester, it was not because our city was doing well. it was because we were burying over 300 young, poor black men every single year. and that's why i ran, because, yes, black lives matter. and we did a number of things. we weren't able to make our city immune from setbacks as the freddie gray unrest and tragic death showed. but we were able to save a lot of lives doing things that actually worked to improve police and community relations. the truth of the matter is, we created a civilian review board. and many of these things are in the new agenda for criminal justice reform that i've put forward. we created a civilian review board, gave them their own detectives. we required the reporting of discourtesy, use of excessive force, lethal force. i repealed the possession of marijuana as a crime in our state. i drove our incarceration rate down to 20-year lows, and drove violent crime down to 30-year lows, and became the first governor south of the mason-dixon line to repeal the death penalty. i feel a responsibility every day to find things that work...",0
"(inaudible) i fully, fully concede that secretary clinton, who was secretary of state for four years, has more experience -- hat is not arguable -- in foreign affairs. but experience is not the only point, judgment is. and once again, back in 2002, when we both looked at the same evidence about the wisdom of the war in iraq, one of us voted the right way and one of us didn't. in terms of iran and in terms of saudi arabia, of course they hate each other. that's no great secret. but john kerry, who is i think doing a very good job, has tried to at least get these people in the room together because both of them are being threatened by isis.",0
"well, first of all, healthcare is not a right. but i do believe it is a responsibility for a responsible society, and we are that. we spend almost twice as much per capita on healthcare as many other nations who have actually much better access than we do. i propose a system in which we use health empowerment accounts, which are like a health savings account with no bureaucrats. and we give it to everybody from birth until death. they can pass it on when they die. we pay for it with the same dollars that we pay for traditional healthcare with. we give people the ability to shift money within their health empowerment account within their family. so dad's $500 short, mom can give it to him or a cousin or uncle. and it makes every family their own insurance carrier with no middle man. it gives you enormous flexibility. and also, you know, if uncle joe is smoking like a chimney, everybody's going to hide his cigarettes because they're all interested in what's going on there. also, the -- your catastrophic healthcare is going to cost a lot less money now because the only thing coming out of that is catastrophic healthcare. so, it's like a homeowners policy with a large deductible, versus a homeowners policy where you want every scratch covered. one costs $1,500 a year; one costs $10,000 a year. you can buy the $1,500 one. that will take care of 75 percent of the people. the people who are indigent, how do we take care of them now? medicaid. what's the medicaid budget? almost $500 billion; almost 80 million people participate, which is way too many, and that will get a lot better when we fix the economy, which i hope we get a chance to talk about. but do the math. over $5,000 for each man, woman and child, and all -- they will have a lot more flexibility. what could you buy with that? a concierge practice.",1
"i wouldn't have a problem with that. let me start by saying my wife is an immigrant. she was a refugee, her family escaped from vietnam on a boat-- her entire extended family, after the communists took over, when hundreds of thousands of people were out there and thousands of them were dying. went to two refugee camps, she never spoke english in her home, and she ended, as i said, graduating from cornell law school. that's not only american dream, that's a value that we have with a good immigration system in place. no country has -- is a country without defining its borders. we need to resolve this issue. i actually introduced an amendment in the 2007 immigration bill...",0
"and i mean this seriously. you know that. we've been through this. yes, his behavior was deplorable. have i ever once said a word about that issue? no, i have not. i'm going to debate secretary clinton, governor o'malley, on the issues facing the american people, not bill clinton's personal behavior.",0
"excuse me. we are going to take those people and those people are going to be serviced by doctors and hospitals. we're going to make great deals on it, but we're not going to let them die in the streets.",1
"well, i think it takes three things, wolf. and i've done it. i mean, i -- we got the budget balanced. we cut the capital gains tax. you see, in order to get this economy moving again, you have to grow the economy, and you have to restrain the spending. and when i was chairman, we cut that capital gains tax and we instituted a significant program to get to balance. we had a balanced budget four years in a row, had to take on every interest group in washington -- every single one of them -- and we paid down a half a trillion of the national debt. and why do you do it? because you want job growth. if you don't have regulatory reform, common-sense regulations, reasonable tax cuts, which i have, and a fiscal plan, you won't get there. you will never be able to do it. now, i -- i inherited an an $8 billion hole in ohio, i have common-sense regulations, i have tax cuts -- the biggest of any governor in the country -- and we have a fiscal plan. and it's not all -- it's not always cutting. it's innovating -- it's producing a better product at, frankly, a lower price. now we have a $2 billion surplus. our credit is strong, our pensions are strong. and, look -- i've got a plan to take to washington, and i will have it there in the first hundred days, and it will include shifting welfare, education, transportation, medicaid and job training back to us, so we can begin, in the states, to be the laboratories of innovation. i've done it -- i did it in washington -- four years of balanced budgets. no one could even believe it happened.",1
"i don't think that anybody would suggest that israel invites and welcomes missiles flying into their country. that is not the issue. and, you evaded the answer. you evaded the question. the question is not does israel have a right to respond, nor does israel have a right to go after terrorists and destroy terrorism. that's not the debate. was their response disproportionate? i believe that it was, you have not answered that.",0
"what i mean is that we need to have one of the larger voter turnouts in the world, not one of the lowest. we need to raise public consciousness. we need the american people to know what's going on in washington in a way that today they do not know.",0
"billionaires and wall street should not be buying elections. we've got to end this rigged economy where people are working longer hours for low wages, almost all new income and wealth going to the top 1 percent, and of course, we need comprehensive immigration reform and a path toward citizenship. and here in",0
"and i find it amazing that your answer to hugh and to the american people is, on religious liberty, you can't have one of the these crazy zealots that actually believes in it. you've got to be willing to cut a deal. and you know, there is a reason why, when harry reid was asked, of all the people on this stage, who does he want the most, who does he like the most, harry reid said donald -- donald trump. why? because donald has supported him in the past, and he knows he can cut a deal with him.",1
"they are relevant if we want to destroy isis. if we want to destroy radical islamic terrors, we can't disassociate ourselves from peace loving muslims. if we expect to do this on our own, we will fail but if we do it in unison with people who are also are at risk and threatened by islamic radical terrorism, we'll be far more successful. look, the fbi has the tools necessary un-american activities in our country. it goes on, we shouldn't even be talking about it, to be honest with you out in the public. of course they have those capabilities and we should make sure that we give the fbi, the nsa, our intelligence communities, all the resources they need to keep us safe. but the main thing we should be focused on is the strategy to destroy isis. and i laid out a plan that the reagan library before the tragedy of paris, and before san bernardino to do just that. it requires leadership, it's not filing an amendment and call it a success. it is developing a strategy, leading the world, funding it to make sure that we have a military that's second to none, and doing the job and making sure that we destroy isis there. that's how you keep america safe.",1
"well look, he was a failed candidate, he should have beaten president obama very easy. he failed miserably, and it was an embarrassment to everybody, including the republican party. it looked like he went away on a vacation the last month. so, i don't take that, and i guess, obviously, he wants to be relevant. he wants to be back in the game. as far as domestic policy and trade which is killing our country, he said free trade and i believe in free trade also. but, if you look at china, and you look japan, and if you look at mexico, both at the border, by the way, where they're killing us. both at the border, and with trade -- and every other country we do business with we are getting absolutely crushed on trade. and, he said free trade, i say free trade great. but, not when they're beating us so badly. with china we're going to lose $505 billion dollars in terms of trades. you just can't do it. mexico, $58 billion dollars. japan, probably about, they don't know it yet, but about $109 billion dollars. every country we lose money with. as far as i'm concerned, we've got to reduce -- we have to redo our trade deals 100 percent. i have the greatest business people in the world lined up to do it. we will",1
"can i just add what -- he's right on point there. do you know why these banks are so big? the government made them big. the government made them big by adding thousands and thousands of pages of regulations. so the big banks, they have an army of lawyers, they have an army of compliance officers. they can deal with all these things. the small banks, like governor bush was saying, they can't deal with all these regulations. they can't deal with all -- they cannot hire the fanciest law firm in washington or the best lobbying firm to deal with all these regulations. and so the result is, the big banks get bigger, the small banks struggle to lend or even exist, and the result is what you have today. and in dodd-frank, you have actually codified too big to fail. we have actually created a category of systemically important institutions, and these banks go around bragging about it. you know what they say to people with a wink and a nod? we are so big, we are so important that if we get in trouble, the government has to bail us out. this is an outrage. we need to repeal dodd-frank as soon as possible.",1
"no. no. what i said was that i think that dr. carson's ideas are good ideas. they're not my ideas, and i don't necessarily agree with all of them. but this is what you're seeing in the republican debate that you didn't see in that democrat debate. you didn't see it for a minute. you didn't see these kind of ideas being batted around, and being batted around in a way that's civil and smart and that's trying to help to inform the voter out there. what you saw was a parade of, ""i'll give you this for free; i'll give you that for free."" let me tell you, everybody, when they say they want to give it to you for free, keep your hands on your wallets because they're coming to you to pay for it. and that's why i think these ideas up here are great, and that's what we should have is have more discussions like this and less gotcha.",1
"...i think it's important that, look, i understand senator sanders really trying to distinguish himself. i understand that, that's what you do in campaigns, but at the same time let's not be -- in, i think an unfair way, making an accusation, or making an attack about where i stand and about where i've always stood. it is fair to say, senator, that in your definition, as you being the self-proclaimed gatekeeper for progressivism, i don't know anyone else who fits that definition, but i know a lot of really hard fighting progressives in the democratic party who have stood up time, and time again against special interests, against the powerful on behalf of those who are left behind and left out. and, that's what we ought to be celebrating. let's talk about what we would do as president, and commander in chief to make sure the progress continues into the future.",0
"military action, maria, would be used when it was absolutely necessary to protect american lives and protect american interests around the world. we are not the world's policeman, but we need to stand up and be ready. and the problem, maria, is that the military is not ready, either. we need to rebuild our military, and this president has let it diminish to a point where tinpot dictators like the mullahs in iran are taking our navy ships. it is disgraceful, and in a christie administration, they would know much, much better than to do that.",1
"look, look, look. we need a toughness. we need strength. we're not respected, you know, as a nation anymore. we don't have that level of respect that we need. and if we don't get it back fast, we're just going to go weaker, weaker and just disintegrate. we can't allow that to happen. we need strength. we don't have it. when jeb comes out and he talks about the border, and i saw it and i was witness to it, and so was everyone else, and i was standing there, ""they come across as an act of love,"" he's saying the same thing right now with radical islam. and we can't have that in our country. it just won't work. we need strength.",1
"and you know, i actually know a great deal about this issue. and i have a dear friend, played music with him for years, remember when his -- when he came home with his baby girl, and now she's no longer with us, because of addiction and overdose. the last time in new hampshire, i had to take a break shortly after landing and call home and comfort a friend whose mother had died of an overdose.",0
"i appreciate it, jeb. i'm all of you. but i want at some point to talk about a value-added tax and $11 trillion, $12 trillion tax cuts that will put our kids way deeper in the hole than they have been at this point. so i would like to talk about it at some point, because that's what leadership is.",1
"look, the problem is we need toughness. honestly, i think jeb is a very nice person. he's a very nice person. but we need tough people. we need toughness. we need intelligence and we need tough. jeb said when they come across the southern border they come as an act of love.",1
"...i -- i would just point out that there was a vote in the senate as to whether or not the united states should support the efforts by the libyan people to protect themselves against the threats, the genocidal threats coming from gadhafi, and whether we should go to the united nations to seek security council support. senator sanders voted for that, and that's exactly what we did.",0
"thank you, anderson. thank you, cnn, and thank you facebook for organizing this debate. not only will americans be electing a new president next year, we also will be electing a world leader. voters should assess the candidate's experience, character and vision for the future as they make this important decision. i'm the only one running for president that has been a mayor, a united states senator, and a governor. as mayor, i brought labor peace to my city and kept taxes down. i was reelected three times. as a senator, i earned a reputation for courageous votes against the bush-cheney tax cuts the favored the wealthy, against the tragedy of the iraq war, for environmental stewardship, for protection of our civil liberties. i served on the foreign relations committee and i chaired the middle east subcommittee for four years. as governor, i came in at the depths of the recession and we turned my state around. rhode island had the biggest drop of the unemployment rate over my four budgets of all but one state. it happens to be nevada, where we're having this debate. i'm very proud that over my almost 30 years of public service, i have had no scandals. i've always been honest. i have the courage to take the long-term view, and i've shown good judgment. i have high ethical standards. as we look to the future, i want to address the income inequality, close the gap between the haves and the have-nots. i want to address climate change, a real threat to our planet. and i believe in prosperity through peace. i want to end these wars. i look forward to the discussion ahead. thank you",0
"but at any rate, i didn't suggest that nothing be done. what i suggested to president bush is to be kennedy-esque, in the sense that when the russians got ahead of us in the space race, what we did is use the bully pulpit to galvanize everybody, business, industry, academia behind a national goal to put a man on the moon and bring him back safely. i said, you can do the same kind of thing. declare that within five to 10 years we will become petroleum independent. the moderate arab states would have been so concerned about that, they would have turned over osama bin laden and anybody else you wanted on a silver platter within two weeks. there are smart ways to do things and there are muscular ways to do things. and sometimes you have to look at both of those to come up with the right solution.",1
